segment_name,timestamp,camera_id,object_id,center_x,center_y,box_width,box_height,object_type,detection_difficulty,tracking_difficulty,camera_name,object_name,box_area,is_difficult_detection,is_difficult_tracking
10203656353524179475_7625_000_7645_000,1522688014970187,1,037a0ea9-5597-4a75-9375-4fc0dc1e7c94,562.1151,632.8531800000001,51.158789999999954,18.947700000000054,1,2.0,2.0,CAM_1,TYPE_1,969.3414052830019,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,12f82ab7-17cd-4436-bc30-7ffaecdef933,242.52445009587086,628.2174467305805,29.684729999999973,17.68452000000002,1,2.0,2.0,CAM_1,TYPE_1,524.9602013796001,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,1a180718-ec58-4358-b5ff-304d191118a0,384.63831000000005,619.58979,17.052930000000003,9.47384999999997,1,2.0,2.0,CAM_1,TYPE_1,161.55690088049954,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,22e48c7d-da0c-4a5e-abd7-28228798b9ed,1379.0698944944497,656.8526006537381,46.106070000000045,24.950178447371968,1,,,CAM_1,TYPE_1,1150.3546740070244,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,1,295b68b2-b61e-4701-a693-1fbd6a2a75e9,73.26443999999998,608.22117,15.158159999999995,10.105440000000044,1,,,CAM_1,TYPE_1,153.1798763904006,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,1,2a127960-3dc5-403f-a212-f1bf60bc4d37,1439.3936099999996,670.11699,33.47426999999993,8.84226000000001,1,,,CAM_1,TYPE_1,295.98819865019976,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,1,2cc1001b-cd42-4bf6-8f1a-c65a7df5da2d,879.17328,645.48498,32.84267999999997,15.789750000000026,1,,,CAM_1,TYPE_1,518.5777065300005,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,1,3c73592e-a953-430b-a42e-5b68daa15195,726.3284999999998,636.64272,13.263389999999958,12.000210000000038,1,2.0,2.0,CAM_1,TYPE_1,159.1634653119,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,40b52ca5-eca0-4329-9d89-9de5f3272afe,200.84562,637.9059,38.526989999999984,25.895189999999957,1,2.0,2.0,CAM_1,TYPE_1,997.6637261780979,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,4795aee3-4445-42d8-a8cd-815d77d1523f,692.85423,639.8006699999999,6.947490000000016,20.210879999999975,2,2.0,2.0,CAM_1,TYPE_2,140.41488669120014,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,56b93f4e-b447-49cb-b3ab-632c312dc57f,115.58097,570.95736,70.73808,134.52866999999998,1,2.0,2.0,CAM_1,TYPE_1,9516.299820753598,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,5df3318b-1616-4145-8a55-bdaaff456456,1008.01764,645.48498,25.895189999999957,8.84226000000001,1,,,CAM_1,TYPE_1,228.9720027293999,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,1,763b86e3-01fe-4f86-a580-8d5b83210a9c,243.16215,684.01197,106.10712000000001,65.05376999999999,1,2.0,2.0,CAM_1,TYPE_1,6902.668179842399,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,97b8acbd-0c41-401b-bd9f-1dc3e096f669,116.84415,614.53707,43.579710000000006,39.79016999999999,1,2.0,2.0,CAM_1,TYPE_1,1734.0440694506997,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,98df744e-e8bb-458c-81db-fdffdeb83e0e,313.90022999999997,654.3272400000001,52.42196999999999,41.05335000000002,1,2.0,2.0,CAM_1,TYPE_1,2152.0974820995007,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,a4b95067-1fdf-4048-a4ed-b05394b61962,833.0672099999999,646.7481600000001,14.526569999999992,8.21067000000005,1,,,CAM_1,TYPE_1,119.27287250190066,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,1,ae699896-7041-4764-bf52-6df3a5486490,642.9586200000001,636.6427199999999,8.21067000000005,10.737030000000004,2,,,CAM_1,TYPE_2,88.15821011010057,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,1,b5ee3730-7a81-454f-a02c-11341c986f2a,143.37093,622.11615,15.789749999999998,25.263599999999997,1,2.0,2.0,CAM_1,TYPE_1,398.90592809999987,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,ba59b558-10c5-4e50-8229-a3143425863e,80.84352000000001,614.5370700000001,25.89519,18.947700000000054,1,2.0,2.0,CAM_1,TYPE_1,490.6542915630014,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,c72d673c-3ec9-4fd4-8309-56aded257539,689.6962799999999,641.06385,5.684309999999982,18.947700000000054,2,2.0,2.0,CAM_1,TYPE_2,107.70460058699997,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,e9d7d638-fc02-47fc-918e-b1ff70fdaf66,244.42533000000003,640.4322599999998,43.579710000000006,27.15836999999999,1,2.0,2.0,CAM_1,TYPE_1,1183.5538886726997,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,f6a546b1-823f-4ca6-91e8-2015c3119381,712.43352,644.2218,8.84226000000001,20.210879999999975,2,2.0,2.0,CAM_1,TYPE_2,178.70985578879998,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,1,fadb922c-5e1f-4126-9794-35c824f21fc5,458.53434000000004,635.3795400000001,36.63222000000002,15.789750000000026,1,2.0,2.0,CAM_1,TYPE_1,578.4135957450012,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,2,0ad34486-fe48-4f69-bce3-e291e7834714,1816.45284,639.80067,16.4213400000001,11.368619999999964,1,2.0,2.0,CAM_2,TYPE_1,186.68797435080054,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,2,157430c1-b146-4109-8f5b-be6171442a29,1885.2961500000001,652.43247,17.68452000000002,20.210879999999975,1,,,CAM_2,TYPE_1,357.41971157759997,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,19417ca0-9f33-4f7e-aae5-d0429df62881,845.2774384983597,597.063006928337,43.57970999999998,20.210879999999975,1,,,CAM_2,TYPE_1,880.7842892447984,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,218558dc-baa5-4ccb-8375-a25657dbf5eb,1116.65112,612.01071,65.05376999999999,21.47406000000001,1,,,CAM_2,TYPE_1,1396.9685602062002,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,3317bcd0-9e2f-43d9-afa3-8dca0803c9e8,1242.9691199999997,757.2764099999999,292.42616999999996,123.79164000000003,1,,,CAM_2,TYPE_1,36199.9151632188,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,3d09e160-ea12-4419-ac31-41fa71dfd6b5,1059.80802,612.6423,9.473850000000084,20.84247000000005,2,,,CAM_2,TYPE_2,197.45843440950222,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,43f5a6e5-3d9e-434b-bfa4-46736b36765e,407.37555,574.7469,33.47426999999999,25.263599999999997,1,,,CAM_2,TYPE_1,845.6805675719996,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,5011f141-3665-4331-9667-919181f5a21a,1517.710162987676,627.8001564938379,178.10787415639675,52.42196999999999,1,,,CAM_2,TYPE_1,9336.765635790403,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,537845ec-311d-4a84-bfbb-c10f02a1bcc7,1876.4538899999998,582.32598,25.263599999999997,89.68578000000002,1,2.0,2.0,CAM_2,TYPE_1,2265.7856716080005,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,2,5add9676-aa20-465e-9f02-8de5c7277e89,1824.03192,648.64293,22.73723999999993,20.210879999999975,1,2.0,2.0,CAM_2,TYPE_1,459.539629171198,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,2,8cec768d-bb42-4a88-afb0-d0209881aa3e,257.05713,576.01008,34.737449999999995,20.210879999999975,1,,,CAM_2,TYPE_1,702.074433455999,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,9a01b34c-280d-418a-8210-a154f65ce7c6,308.84751,582.32598,57.47469000000001,17.68452000000002,1,,,CAM_2,TYPE_1,1016.4123047988013,False,False
10203656353524179475_7625_000_7645_000,1522688014970187,2,ad68f1bc-5c54-4ee0-bd6b-270877bc84fc,1861.29573,643.5902100000001,42.31653000000006,41.05335000000002,1,2.0,2.0,CAM_2,TYPE_1,1737.2353168755033,True,True
10203656353524179475_7625_000_7645_000,1522688014970187,2,b9efece8-f5d0-4e6d-ad16-24fd36052e2d,513.48267,582.3259799999998,30.947910000000036,12.631799999999998,1,,,CAM_2,TYPE_1,390.9278095380004,False,False
